player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Malcom DaCosta,Bournemouth,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,705,256,66,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,703,297,696,296,682,293,703,297,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,300,667,278,702,297,730,318,0.0,0.0
Daniel Adu-Adjei,Bournemouth,FWD,4.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22144,42690,0,138,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined HNK Rijeka permanently.,631,68,623,67,604,67,632,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,536,74,595,60,635,68,401,60,0.0,0.0
Yunus Emre Konak,Brentford,MID,4.3,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32228,31798,483,340,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,606,227,597,226,576,221,607,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,602,343,567,208,610,233,364,121,0.0,0.0
Zain Silcott-Duberry,Bournemouth,MID,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15405,20587,0,71,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Olympiakos permanently.,621,235,613,235,593,229,622,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,524,310,585,216,626,241,536,191,0.0,0.0
Dominic Sadi,Bournemouth,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3895,7909,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Novi Pazar on loan for the rest of the season.,670,271,663,270,649,267,671,272,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,448,271,635,253,673,275,619,246,0.0,0.0
Romain Faivre,Bournemouth,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3740,18675,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Al Taawoun permanently.,649,252,641,251,627,248,650,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,420,251,614,234,652,256,529,187,0.0,0.0
Luis Sinisterra,Bournemouth,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,396,3842,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Cruzeiro on loan for the rest of the season.,730,315,727,315,720,313,730,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,252,156,710,304,729,315,701,301,0.0,0.0
Philip Philip,Bournemouth,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,598,6519,0,8,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Midtjylland permanently.,713,302,709,302,700,300,713,302,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,291,181,689,290,712,302,649,267,0.0,0.0
Chris Mepham,Bournemouth,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1400,16029,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined West Bromwich Albion permanently.,529,201,516,201,484,192,529,201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638,166,479,184,535,199,506,183,0.0,0.0
Julián J.Araujo,Bournemouth,DEF,3.8,0,0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42212,104722,1056,640,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,466,169,449,168,413,155,464,167,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,752,238,412,149,470,165,216,80,0.0,0.0
Owen Bevan,Bournemouth,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7889,14542,58,105,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,507,189,492,189,459,179,507,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,731,221,456,171,513,187,400,150,0.0,0.0
Matai Akinmboni,Bournemouth,DEF,3.8,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12297,28201,111,195,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Muscle injury - 25% chance of playing,471,174,454,173,419,161,470,173,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,760,246,417,154,475,170,360,134,0.0,0.0
Illia Zabarnyi,Bournemouth,DEF,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,8107,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Paris Saint-Germain permanently.,734,251,732,251,724,250,734,251,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,263,42,714,248,733,250,645,222,0.0,0.0
Alex Paulsen,Bournemouth,GKP,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1107,9647,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,548,73,535,62,503,47,548,73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,659,58,498,68,554,73,532,77,0.0,0.0
Romelle Donovan,Brentford,MID,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11252,14600,164,101,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,633,241,625,241,606,236,634,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538,318,597,222,637,246,466,156,0.0,0.0
Paris Maghoma,Brentford,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2349,3172,122,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,644,248,636,247,620,243,645,249,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,410,246,608,229,647,252,644,265,0.0,0.0
Harrison Ashby,Newcastle,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8174,14563,36,73,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,492,183,476,182,443,172,491,182,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,712,211,440,164,497,180,427,160,0.0,0.0
Charlie Tasker,Brighton,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6900,13102,68,79,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,510,191,495,191,462,181,510,191,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,734,223,459,173,516,189,412,155,0.0,0.0
Gabriel Slonina,Chelsea,GKP,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8588,9818,94,88,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,496,45,481,32,448,17,496,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,718,78,445,40,502,45,434,67,0.0,0.0
Mike Penders,Chelsea,GKP,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,324,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,556,75,543,64,512,49,556,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669,60,507,70,562,75,746,85,0.0,0.0
Freddie Simmonds,Brighton,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19,1,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,569,225,556,225,525,217,569,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,684,196,520,209,575,223,761,253,0.0,0.0
Evan Ferguson,Brighton,FWD,5.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1534,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined AS Roma on loan for the rest of the season,757,80,756,80,754,80,757,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,150,36,747,77,756,80,712,83,0.0,0.0
Andrew Moran,Brighton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,490,4982,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,663,264,656,263,642,260,664,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,439,263,628,246,666,268,671,280,0.0,0.0
Adrian Mazilu,Brighton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1435,4410,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Dinamo Bucharest permanently.,669,270,662,269,648,266,670,271,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,447,270,634,252,672,274,656,271,0.0,0.0
Malick Yalcouye,Brighton,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1253,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Swansea City on loan for the rest of the season.,740,323,738,323,730,321,740,323,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,280,174,720,312,739,323,733,321,0.0,0.0
Jeremy Sarmiento,Brighton,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,196,2895,0,5,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Cremonese on loan for the rest of the season.,722,310,718,310,711,308,722,310,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,321,197,700,298,721,310,677,285,0.0,0.0
Abdallah Sima,Brighton,MID,5.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,247,2200,0,2,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Lens permanently.,752,330,751,330,747,329,752,330,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,178,111,740,325,751,330,698,298,0.0,0.0
Julio Enciso,Brighton,MID,5.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,105,2915,0,2,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Strasbourg permanently.,751,329,750,329,746,328,751,329,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,171,106,738,323,750,329,708,305,0.0,0.0
Solly March,Brighton,MID,5.8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,540,2347,5,6,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knee injury - Expected back 03 Jan,758,335,758,335,756,334,758,335,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,105,69,749,332,757,335,715,309,0.0,0.0
Jacob Slater,Brighton,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3175,15789,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Harrogate Town on loan until January.,566,222,553,222,522,214,566,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,680,192,517,206,572,220,469,171,0.0,0.0
Myles Peart-Harris,Brentford,MID,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3236,4912,53,30,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,615,229,607,229,586,223,616,230,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,514,303,578,210,620,235,608,236,0.0,0.0
Eiran Cashin,Brighton,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,744,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Birmingham on loan for the rest of the season.,534,202,521,202,489,193,534,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,643,167,484,185,540,200,734,247,0.0,0.0
Adam Webster,Brighton,DEF,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,606,1431,3,5,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knee injury - Unknown return date,608,237,599,237,578,234,609,237,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,495,103,569,227,612,235,722,244,0.0,0.0
Tariq Lamptey,Brighton,DEF,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2778,37870,0,60,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Fiorentina permanently.,611,239,602,239,581,236,612,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,505,112,573,230,615,237,477,174,0.0,0.0
Pervis Estupiñan,Brighton,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1939,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined AC Milan permanently,642,241,634,241,618,239,643,241,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,408,79,606,234,645,240,705,240,0.0,0.0
Kjell Scherpen,Brighton,GKP,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,188,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Union SG permanently,532,64,519,53,487,38,532,64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,641,49,482,59,538,64,751,87,0.0,0.0
Carl Rushworth,Brighton,GKP,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,229,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Coventry City on loan for the rest of the season.,542,70,529,59,497,44,542,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,652,55,492,65,548,70,750,86,0.0,0.0
Tom McGill,Brighton,GKP,3.9,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13676,22325,230,144,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,488,41,472,28,439,13,487,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,705,74,436,36,493,41,300,41,0.0,0.0
Jason Steele,Brighton,GKP,4.2,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7633,34671,63,156,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,578,79,565,68,534,53,578,79,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603,33,529,74,584,79,332,47,0.0,0.0
Josh Dasilva,Brentford,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,113,149,3,4,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knee injury - Expected back 01 Jan,714,303,710,303,701,301,714,303,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,294,182,690,291,713,303,754,333,0.0,0.0
Iwan Morgan,Brentford,FWD,4.4,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,49210,66053,541,598,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,623,64,615,63,595,63,624,64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,526,70,587,56,628,64,273,42,0.0,0.0
Ryan Trevitt,Brentford,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,915,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Wigan on loan for the rest of the season,691,286,685,286,670,282,692,287,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,288,656,268,693,289,739,324,0.0,0.0
Callan McKenna,Bournemouth,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7413,12131,51,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,561,76,548,65,517,50,561,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,674,61,512,71,567,76,373,54,0.0,0.0
Will Dennis,Bournemouth,GKP,4.0,0,0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45637,63302,207,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,535,66,522,55,490,40,535,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,644,51,485,61,541,66,187,25,0.0,0.0
Norberto Neto,Bournemouth,GKP,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,15928,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Botafogo permanently.,638,85,629,78,611,66,639,85,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,396,21,602,83,641,85,533,78,0.0,0.0
Filip Marschall,Aston Villa,GKP,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1153,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Stevenage permanently.,539,67,526,56,494,41,539,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,648,52,489,62,545,67,707,81,0.0,0.0
Jamaldeen Jimoh-Aloba,Aston Villa,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6591,7765,82,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,675,275,668,274,654,271,676,276,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,454,275,640,257,677,278,530,188,0.0,0.0
Leander Dendoncker,Aston Villa,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2169,32816,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Real Oviedo permanently.,639,245,630,244,613,240,640,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,401,243,603,226,642,249,499,173,0.0,0.0
Ben Broggio,Aston Villa,MID,4.5,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34524,42089,330,317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,687,282,681,282,666,278,688,283,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,468,284,652,264,689,285,311,107,0.0,0.0
Lewis Dobbin,Aston Villa,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,889,5338,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Preston North End on loan for the rest of the season.,732,317,729,317,722,315,732,317,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,259,160,712,306,731,317,641,262,0.0,0.0
Enzo Barrenechea,Aston Villa,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Season-long loan to Benfica,736,320,734,320,726,318,736,320,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,267,163,716,309,735,320,765,340,0.0,0.0
Samuel Iling Jr,Aston Villa,MID,5.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1383,3695,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined West Bromwich Albion on loan for the rest of the season,756,334,755,334,753,333,756,334,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,149,94,746,330,755,334,660,274,0.0,0.0
Leon Bailey,Aston Villa,MID,5.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2168,48051,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined AS Roma on loan for the rest of the season.,755,333,754,333,752,332,755,333,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,140,88,744,328,754,333,500,174,0.0,0.0
Yasin Yasin,Aston Villa,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4656,19836,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Anderlecht on loan for the rest of the season.,564,221,551,221,520,213,564,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,678,191,515,205,570,219,433,162,0.0,0.0
Lino Sousa,Aston Villa,DEF,3.9,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16635,28880,96,186,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,504,186,489,186,456,176,504,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,728,218,453,168,510,184,318,116,0.0,0.0
Álex Alex Moreno,Aston Villa,DEF,4.0,0,0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44476,861066,0,1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Girona permanently.,522,197,508,197,475,187,522,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,627,159,472,180,528,195,137,53,0.0,0.0
Andrés A.García,Aston Villa,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24863,33574,192,207,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,516,194,501,194,468,184,516,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,741,227,466,177,522,192,348,128,0.0,0.0
Joe Gauci,Aston Villa,GKP,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,15805,0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Port Vale on loan for the rest of the season.,540,68,527,57,495,42,540,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,649,53,490,63,546,68,458,73,0.0,0.0
Michael Obafemi,Burnley,FWD,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4151,39368,0,82,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined VfL Bochum  on loan for the rest of the season.,610,62,601,61,580,61,611,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,68,572,54,614,62,436,63,0.0,0.0
